,Reigion Name,Dates,Mobility Retail & Recreation (% from Baseline),Mobility Parks (% from Baseline),Mobility Grocery & Pharmacy (% from Baseline),Mobility Transit Stations (% from Baseline),Mobility Workplaces (% from Baseline),Mobility Residential (% from baseline)
0,Aberdeen City,15/02/2020,-3.0,-32.0,-4.0,-4.0,-1.0,2.0
1,Aberdeen City,16/02/2020,6.0,-13.0,0.0,4.0,2.0,-1.0
2,Aberdeen City,17/02/2020,11.0,24.0,0.0,2.0,-10.0,1.0
3,Aberdeen City,18/02/2020,5.0,26.0,0.0,1.0,-6.0,1.0
4,Aberdeen City,19/02/2020,2.0,9.0,-2.0,4.0,-6.0,2.0
5,Aberdeen City,20/02/2020,-1.0,-1.0,3.0,-1.0,1.0,0.0
6,Aberdeen City,21/02/2020,0.0,-10.0,-1.0,-3.0,-1.0,1.0
7,Aberdeen City,22/02/2020,0.0,0.0,1.0,3.0,3.0,1.0
8,Aberdeen City,23/02/2020,3.0,4.0,0.0,18.0,4.0,-1.0
9,Aberdeen City,24/02/2020,-4.0,-33.0,-7.0,1.0,0.0,2.0
10,Aberdeen City,25/02/2020,0.0,12.0,6.0,6.0,2.0,0.0
11,Aberdeen City,26/02/2020,2.0,-8.0,0.0,6.0,1.0,1.0
12,Aberdeen City,27/02/2020,1.0,-1.0,2.0,5.0,3.0,0.0
13,Aberdeen City,28/02/2020,3.0,-18.0,0.0,7.0,1.0,0.0
14,Aberdeen City,29/02/2020,7.0,2.0,4.0,9.0,3.0,-1.0
15,Aberdeen City,01/03/2020,7.0,-15.0,3.0,16.0,2.0,-1.0
16,Aberdeen City,02/03/2020,5.0,17.0,3.0,8.0,2.0,0.0
17,Aberdeen City,03/03/2020,1.0,14.0,4.0,4.0,1.0,0.0
18,Aberdeen City,04/03/2020,5.0,10.0,6.0,1.0,1.0,0.0
19,Aberdeen City,05/03/2020,-1.0,20.0,5.0,2.0,2.0,0.0
20,Aberdeen City,06/03/2020,0.0,4.0,2.0,2.0,1.0,0.0
21,Aberdeen City,07/03/2020,-2.0,-15.0,2.0,3.0,1.0,0.0
22,Aberdeen City,08/03/2020,1.0,21.0,5.0,10.0,0.0,-1.0
23,Aberdeen City,09/03/2020,3.0,-2.0,2.0,1.0,0.0,1.0
24,Aberdeen City,10/03/2020,3.0,14.0,5.0,3.0,1.0,0.0
25,Aberdeen City,11/03/2020,0.0,-8.0,4.0,-4.0,0.0,1.0
26,Aberdeen City,12/03/2020,-5.0,-7.0,9.0,-8.0,0.0,1.0
27,Aberdeen City,13/03/2020,-4.0,-8.0,9.0,-7.0,-2.0,1.0
28,Aberdeen City,14/03/2020,-13.0,-34.0,8.0,-11.0,-2.0,3.0
29,Aberdeen City,15/03/2020,-8.0,-22.0,5.0,-4.0,-4.0,1.0
30,Aberdeen City,16/03/2020,-6.0,-14.0,17.0,-16.0,-9.0,4.0
31,Aberdeen City,17/03/2020,-18.0,-10.0,17.0,-25.0,-16.0,7.0
32,Aberdeen City,18/03/2020,-24.0,-4.0,19.0,-28.0,-24.0,10.0
33,Aberdeen City,19/03/2020,-28.0,1.0,20.0,-32.0,-29.0,12.0
34,Aberdeen City,20/03/2020,-35.0,-9.0,7.0,-34.0,-31.0,13.0
35,Aberdeen City,21/03/2020,-57.0,-12.0,1.0,-44.0,-26.0,11.0
36,Aberdeen City,22/03/2020,-60.0,-6.0,-15.0,-44.0,-32.0,8.0
37,Aberdeen City,23/03/2020,-53.0,-32.0,-14.0,-51.0,-48.0,18.0
38,Aberdeen City,24/03/2020,-75.0,-30.0,-26.0,-59.0,-61.0,24.0
39,Aberdeen City,25/03/2020,-78.0,-25.0,-26.0,-63.0,-67.0,27.0
40,Aberdeen City,26/03/2020,-80.0,-16.0,-28.0,-67.0,-69.0,28.0
41,Aberdeen City,27/03/2020,-80.0,-28.0,-28.0,-69.0,-69.0,30.0
42,Aberdeen City,28/03/2020,-87.0,-55.0,-36.0,-73.0,-60.0,
43,Aberdeen City,29/03/2020,-86.0,-46.0,-41.0,-73.0,-58.0,
44,Aberdeen City,30/03/2020,-77.0,-15.0,-32.0,-68.0,-70.0,27.0
45,Aberdeen City,31/03/2020,-79.0,-30.0,-30.0,-68.0,-71.0,28.0
46,Aberdeen City,01/04/2020,-79.0,-27.0,-30.0,-68.0,-70.0,29.0
47,Aberdeen City,02/04/2020,-81.0,-33.0,-33.0,-72.0,-71.0,30.0
48,Aberdeen City,03/04/2020,-80.0,-33.0,-29.0,-70.0,-70.0,30.0
49,Aberdeen City,04/04/2020,-86.0,-30.0,-31.0,-71.0,-60.0,
50,Aberdeen City,05/04/2020,-84.0,-39.0,-37.0,-71.0,-57.0,
51,Aberdeen City,06/04/2020,-78.0,-20.0,-30.0,-69.0,-71.0,28.0
52,Aberdeen City,07/04/2020,-79.0,-9.0,-30.0,-65.0,-71.0,28.0
53,Aberdeen City,08/04/2020,-80.0,-32.0,-32.0,-67.0,-71.0,29.0
54,Aberdeen City,09/04/2020,-80.0,-19.0,-24.0,-67.0,-72.0,29.0
55,Aberdeen City,10/04/2020,-80.0,-28.0,-25.0,-68.0,-73.0,30.0
56,Aberdeen City,11/04/2020,-85.0,-2.0,-25.0,-64.0,-61.0,
57,Aberdeen City,12/04/2020,-87.0,-46.0,-42.0,-72.0,-58.0,
58,Aberdeen City,13/04/2020,-82.0,-20.0,-38.0,-72.0,-76.0,30.0
59,Aberdeen City,14/04/2020,-79.0,-9.0,-29.0,-64.0,-71.0,28.0
60,Aberdeen City,15/04/2020,-78.0,9.0,-27.0,-65.0,-71.0,28.0
61,Aberdeen City,16/04/2020,-80.0,-16.0,-29.0,-66.0,-71.0,29.0
62,Aberdeen City,17/04/2020,-80.0,-6.0,-27.0,-67.0,-71.0,30.0
63,Aberdeen City,18/04/2020,-86.0,-4.0,-29.0,-68.0,-58.0,
64,Aberdeen City,19/04/2020,-84.0,12.0,-33.0,-65.0,-54.0,
65,Aberdeen City,20/04/2020,-78.0,32.0,-31.0,-65.0,-70.0,27.0
66,Aberdeen City,21/04/2020,-79.0,33.0,-29.0,-65.0,-69.0,27.0
67,Aberdeen City,22/04/2020,-80.0,15.0,-30.0,-67.0,-69.0,28.0
68,Aberdeen City,23/04/2020,-81.0,42.0,-26.0,-66.0,-69.0,28.0
69,Aberdeen City,24/04/2020,-81.0,-7.0,-27.0,-70.0,-68.0,29.0
70,Aberdeen City,25/04/2020,-85.0,-7.0,-27.0,-69.0,-56.0,
71,Aberdeen City,26/04/2020,-84.0,-28.0,-34.0,-70.0,-55.0,
72,Aberdeen City,27/04/2020,-80.0,-13.0,-32.0,-68.0,-69.0,27.0
73,Aberdeen City,28/04/2020,-80.0,8.0,-29.0,-65.0,-69.0,25.0
74,Aberdeen City,29/04/2020,-80.0,10.0,-29.0,-64.0,-68.0,28.0
75,Aberdeen City,30/04/2020,-79.0,1.0,-27.0,-68.0,-69.0,29.0
76,Aberdeen City,01/05/2020,-79.0,5.0,-27.0,-67.0,-68.0,28.0
77,Aberdeen City,02/05/2020,-84.0,-18.0,-26.0,-68.0,-56.0,
78,Aberdeen City,03/05/2020,-81.0,-4.0,-33.0,-67.0,-51.0,
79,Aberdeen City,04/05/2020,-75.0,40.0,-28.0,-66.0,-67.0,26.0
80,Aberdeen City,05/05/2020,-77.0,34.0,-27.0,-65.0,-67.0,26.0
81,Aberdeen City,06/05/2020,-76.0,48.0,-22.0,-63.0,-67.0,27.0
82,Aberdeen City,07/05/2020,-77.0,53.0,-19.0,-65.0,-68.0,27.0
83,Aberdeen City,08/05/2020,-79.0,-5.0,-25.0,-71.0,-74.0,30.0
84,Aberdeen City,09/05/2020,-84.0,-10.0,-29.0,-68.0,-56.0,
85,Aberdeen City,10/05/2020,-82.0,-30.0,-31.0,-71.0,-49.0,
86,Aberdeen City,11/05/2020,-74.0,14.0,-26.0,-67.0,-67.0,26.0
87,Aberdeen City,12/05/2020,-78.0,-22.0,-29.0,-69.0,-67.0,27.0
88,Aberdeen City,13/05/2020,-78.0,-16.0,-26.0,-66.0,-66.0,27.0
89,Aberdeen City,14/05/2020,-76.0,9.0,-22.0,-66.0,-67.0,26.0
90,Aberdeen City,15/05/2020,-77.0,8.0,-23.0,-67.0,-66.0,28.0
91,Aberdeen City,16/05/2020,-81.0,18.0,-24.0,-64.0,-52.0,18.0
92,Aberdeen City,17/05/2020,-80.0,-9.0,-30.0,-66.0,-47.0,
93,Aberdeen City,18/05/2020,-72.0,42.0,-24.0,-61.0,-66.0,25.0
94,Aberdeen City,19/05/2020,-74.0,73.0,-22.0,-61.0,-65.0,25.0
95,Aberdeen City,20/05/2020,-73.0,82.0,-19.0,-59.0,-65.0,26.0
96,Aberdeen City,21/05/2020,-74.0,52.0,-20.0,-65.0,-65.0,26.0
97,Aberdeen City,22/05/2020,-75.0,-17.0,-21.0,-67.0,-65.0,28.0
98,Aberdeen City,23/05/2020,-80.0,9.0,-22.0,-65.0,-49.0,18.0
99,Aberdeen City,24/05/2020,-78.0,35.0,-26.0,-63.0,-44.0,
100,Aberdeen City,25/05/2020,-70.0,86.0,-23.0,-63.0,-66.0,25.0
101,Aberdeen City,26/05/2020,-71.0,,-21.0,-60.0,-63.0,24.0
102,Aberdeen City,27/05/2020,-73.0,59.0,-21.0,-60.0,-63.0,25.0
103,Aberdeen City,28/05/2020,-71.0,102.0,-16.0,-61.0,-63.0,25.0
104,Aberdeen City,29/05/2020,-71.0,152.0,-10.0,-57.0,-62.0,23.0
105,Aberdeen City,30/05/2020,-77.0,114.0,-16.0,-57.0,-40.0,13.0
106,Aberdeen City,31/05/2020,-73.0,109.0,-16.0,-53.0,-34.0,8.0
107,Aberdeen City,01/06/2020,-65.0,,-15.0,-56.0,-61.0,21.0
108,Aberdeen City,02/06/2020,-69.0,15.0,-25.0,-63.0,-61.0,24.0
109,Aberdeen City,03/06/2020,-73.0,-16.0,-24.0,-63.0,-61.0,26.0
110,Aberdeen City,04/06/2020,-71.0,41.0,-18.0,-63.0,-61.0,25.0
111,Aberdeen City,05/06/2020,-74.0,-27.0,-25.0,-70.0,-61.0,27.0
112,Aberdeen City,06/06/2020,-76.0,100.0,-19.0,-61.0,-40.0,14.0
113,Aberdeen City,07/06/2020,-74.0,15.0,-25.0,-65.0,-36.0,
114,Aberdeen City,08/06/2020,-65.0,81.0,-20.0,-60.0,-59.0,23.0
115,Aberdeen City,09/06/2020,-67.0,78.0,-21.0,-60.0,-60.0,23.0
116,Aberdeen City,10/06/2020,-71.0,-4.0,-24.0,-66.0,-60.0,25.0
117,Aberdeen City,11/06/2020,-67.0,,-13.0,-59.0,-59.0,23.0
118,Aberdeen City,12/06/2020,-70.0,32.0,-19.0,-64.0,-59.0,25.0
119,Aberdeen City,13/06/2020,-75.0,19.0,-22.0,-62.0,-40.0,16.0
120,Aberdeen City,14/06/2020,-72.0,25.0,-23.0,-65.0,-32.0,12.0
121,Aberdeen City,15/06/2020,-63.0,67.0,-19.0,-60.0,-59.0,22.0
122,Aberdeen City,16/06/2020,-65.0,,-16.0,-56.0,-58.0,22.0
123,Aberdeen City,17/06/2020,-67.0,91.0,-17.0,-58.0,-58.0,22.0
124,Aberdeen City,18/06/2020,-67.0,98.0,-14.0,-62.0,-59.0,23.0
125,Aberdeen City,19/06/2020,-68.0,45.0,-14.0,-63.0,-58.0,23.0
126,Aberdeen City,20/06/2020,-74.0,156.0,-13.0,-52.0,-31.0,10.0
127,Aberdeen City,21/06/2020,-71.0,33.0,-21.0,-55.0,-27.0,10.0
128,Aberdeen City,22/06/2020,-61.0,55.0,-18.0,-60.0,-59.0,21.0
129,Aberdeen City,23/06/2020,-64.0,104.0,-17.0,-55.0,-59.0,21.0
130,Aberdeenshire,15/02/2020,-9.0,-25.0,-4.0,-5.0,-7.0,2.0
131,Aberdeenshire,16/02/2020,1.0,-6.0,-3.0,1.0,-3.0,0.0
132,Aberdeenshire,17/02/2020,6.0,28.0,4.0,1.0,-17.0,2.0
133,Aberdeenshire,18/02/2020,8.0,23.0,3.0,1.0,-11.0,1.0
134,Aberdeenshire,19/02/2020,3.0,13.0,0.0,-7.0,-10.0,2.0
135,Aberdeenshire,20/02/2020,4.0,10.0,2.0,4.0,1.0,0.0
136,Aberdeenshire,21/02/2020,4.0,1.0,0.0,3.0,0.0,1.0
137,Aberdeenshire,22/02/2020,0.0,-1.0,-1.0,6.0,0.0,1.0
138,Aberdeenshire,23/02/2020,5.0,15.0,1.0,9.0,4.0,-1.0
139,Aberdeenshire,24/02/2020,-11.0,-13.0,-5.0,-8.0,0.0,2.0
140,Aberdeenshire,25/02/2020,2.0,8.0,5.0,1.0,1.0,1.0
141,Aberdeenshire,26/02/2020,1.0,3.0,0.0,-1.0,2.0,1.0
142,Aberdeenshire,27/02/2020,9.0,3.0,4.0,-4.0,2.0,0.0
143,Aberdeenshire,28/02/2020,4.0,-10.0,0.0,2.0,0.0,1.0
144,Aberdeenshire,29/02/2020,9.0,-1.0,3.0,6.0,0.0,0.0
145,Aberdeenshire,01/03/2020,13.0,5.0,2.0,5.0,-1.0,0.0
146,Aberdeenshire,02/03/2020,9.0,18.0,2.0,0.0,1.0,0.0
147,Aberdeenshire,03/03/2020,11.0,29.0,-2.0,-1.0,2.0,0.0
148,Aberdeenshire,04/03/2020,10.0,29.0,-2.0,1.0,2.0,0.0
149,Aberdeenshire,05/03/2020,14.0,36.0,0.0,5.0,3.0,0.0
150,Aberdeenshire,06/03/2020,12.0,35.0,-2.0,1.0,2.0,0.0
151,Aberdeenshire,07/03/2020,6.0,15.0,-2.0,0.0,1.0,0.0
152,Aberdeenshire,08/03/2020,13.0,45.0,-2.0,18.0,1.0,-2.0
153,Aberdeenshire,09/03/2020,9.0,35.0,-3.0,-5.0,2.0,0.0
154,Aberdeenshire,10/03/2020,9.0,30.0,0.0,-1.0,2.0,0.0
155,Aberdeenshire,11/03/2020,8.0,21.0,2.0,-4.0,2.0,1.0
156,Aberdeenshire,12/03/2020,10.0,9.0,12.0,2.0,1.0,1.0
157,Aberdeenshire,13/03/2020,9.0,15.0,10.0,0.0,-1.0,1.0
158,Aberdeenshire,14/03/2020,5.0,-6.0,7.0,-12.0,-3.0,3.0
159,Aberdeenshire,15/03/2020,7.0,4.0,8.0,2.0,-5.0,1.0
160,Aberdeenshire,16/03/2020,11.0,16.0,20.0,-8.0,-5.0,3.0
161,Aberdeenshire,17/03/2020,4.0,18.0,25.0,-16.0,-11.0,6.0
162,Aberdeenshire,18/03/2020,-1.0,21.0,24.0,-17.0,-18.0,9.0
163,Aberdeenshire,19/03/2020,2.0,26.0,27.0,-15.0,-23.0,10.0
164,Aberdeenshire,20/03/2020,-7.0,20.0,9.0,-21.0,-25.0,11.0
165,Aberdeenshire,21/03/2020,-26.0,19.0,8.0,-25.0,-22.0,9.0
166,Aberdeenshire,22/03/2020,-34.0,28.0,-10.0,-20.0,-26.0,
167,Aberdeenshire,23/03/2020,-33.0,-5.0,-7.0,-36.0,-42.0,16.0
168,Aberdeenshire,24/03/2020,-66.0,-22.0,-23.0,-56.0,-57.0,23.0
169,Aberdeenshire,25/03/2020,-68.0,-21.0,-28.0,-59.0,-64.0,26.0
170,Aberdeenshire,26/03/2020,-68.0,-14.0,-29.0,-59.0,-66.0,26.0
171,Aberdeenshire,27/03/2020,-69.0,-26.0,-31.0,-62.0,-67.0,27.0
172,Aberdeenshire,28/03/2020,-78.0,-51.0,-39.0,-66.0,-55.0,
173,Aberdeenshire,29/03/2020,-80.0,-45.0,-46.0,-58.0,-52.0,
174,Aberdeenshire,30/03/2020,-67.0,-26.0,-34.0,-57.0,-67.0,25.0
175,Aberdeenshire,31/03/2020,-66.0,-23.0,-32.0,-61.0,-69.0,26.0
176,Aberdeenshire,01/04/2020,-67.0,-19.0,-33.0,-60.0,-68.0,27.0
177,Aberdeenshire,02/04/2020,-68.0,-29.0,-36.0,-62.0,-68.0,28.0
178,Aberdeenshire,03/04/2020,-69.0,-25.0,-34.0,-59.0,-67.0,27.0
179,Aberdeenshire,04/04/2020,-76.0,-35.0,-39.0,-56.0,-54.0,
180,Aberdeenshire,05/04/2020,-76.0,-35.0,-44.0,-55.0,-51.0,
181,Aberdeenshire,06/04/2020,-67.0,-9.0,-35.0,-58.0,-68.0,25.0
182,Aberdeenshire,07/04/2020,-66.0,-12.0,-31.0,-52.0,-69.0,26.0
183,Aberdeenshire,08/04/2020,-68.0,-28.0,-32.0,-58.0,-69.0,27.0
184,Aberdeenshire,09/04/2020,-65.0,-17.0,-29.0,-55.0,-69.0,27.0
185,Aberdeenshire,10/04/2020,-69.0,-23.0,-35.0,-57.0,-70.0,28.0
186,Aberdeenshire,11/04/2020,-75.0,-25.0,-35.0,-54.0,-53.0,
187,Aberdeenshire,12/04/2020,-79.0,-46.0,-48.0,-55.0,-52.0,
188,Aberdeenshire,13/04/2020,-71.0,-22.0,-39.0,-61.0,-71.0,27.0
189,Aberdeenshire,14/04/2020,-67.0,-13.0,-31.0,-53.0,-69.0,26.0
190,Aberdeenshire,15/04/2020,-65.0,-9.0,-30.0,-54.0,-68.0,27.0
191,Aberdeenshire,16/04/2020,-63.0,-17.0,-31.0,-54.0,-69.0,27.0
192,Aberdeenshire,17/04/2020,-65.0,-20.0,-31.0,-54.0,-68.0,27.0
193,Aberdeenshire,18/04/2020,-74.0,-24.0,-34.0,-52.0,-51.0,
194,Aberdeenshire,19/04/2020,-73.0,-16.0,-41.0,-43.0,-47.0,
195,Aberdeenshire,20/04/2020,-63.0,4.0,-31.0,-50.0,-66.0,24.0
196,Aberdeenshire,21/04/2020,-65.0,2.0,-29.0,-48.0,-66.0,25.0
197,Aberdeenshire,22/04/2020,-62.0,-3.0,-30.0,-48.0,-66.0,26.0
198,Aberdeenshire,23/04/2020,-61.0,3.0,-26.0,-48.0,-66.0,26.0
199,Aberdeenshire,24/04/2020,-62.0,-12.0,-30.0,-52.0,-66.0,26.0
200,Aberdeenshire,25/04/2020,-70.0,-25.0,-34.0,-47.0,-51.0,
201,Aberdeenshire,26/04/2020,-70.0,-35.0,-39.0,-47.0,-46.0,
202,Aberdeenshire,27/04/2020,-60.0,-19.0,-31.0,-53.0,-64.0,25.0
203,Aberdeenshire,28/04/2020,-61.0,-11.0,-29.0,-48.0,-65.0,23.0
204,Aberdeenshire,29/04/2020,-60.0,-15.0,-30.0,-51.0,-64.0,26.0
205,Aberdeenshire,30/04/2020,-61.0,-19.0,-27.0,-50.0,-65.0,26.0
206,Aberdeenshire,01/05/2020,-61.0,-20.0,-30.0,-51.0,-64.0,26.0
207,Aberdeenshire,02/05/2020,-69.0,-29.0,-33.0,-51.0,-48.0,
208,Aberdeenshire,03/05/2020,-66.0,-21.0,-40.0,-49.0,-44.0,
209,Aberdeenshire,04/05/2020,-57.0,2.0,-29.0,-44.0,-63.0,23.0
210,Aberdeenshire,05/05/2020,-60.0,4.0,-27.0,-44.0,-63.0,24.0
211,Aberdeenshire,06/05/2020,-59.0,10.0,-26.0,-42.0,-63.0,25.0
212,Aberdeenshire,07/05/2020,-57.0,6.0,-21.0,-43.0,-64.0,25.0
213,Aberdeenshire,08/05/2020,-62.0,-25.0,-30.0,-53.0,-69.0,27.0
214,Aberdeenshire,09/05/2020,-69.0,-36.0,-34.0,-53.0,-48.0,
215,Aberdeenshire,10/05/2020,-71.0,-46.0,-39.0,-54.0,-44.0,
216,Aberdeenshire,11/05/2020,-56.0,-12.0,-28.0,-48.0,-62.0,24.0
217,Aberdeenshire,12/05/2020,-60.0,-19.0,-29.0,-54.0,-62.0,25.0
218,Aberdeenshire,13/05/2020,-60.0,-11.0,-27.0,-52.0,-62.0,26.0
219,Aberdeenshire,14/05/2020,-59.0,-12.0,-24.0,-50.0,-62.0,24.0
220,Aberdeenshire,15/05/2020,-59.0,-18.0,-25.0,-48.0,-61.0,25.0
221,Aberdeenshire,16/05/2020,-67.0,-19.0,-27.0,-41.0,-44.0,
222,Aberdeenshire,17/05/2020,-67.0,-35.0,-33.0,-40.0,-40.0,
223,Aberdeenshire,18/05/2020,-55.0,0.0,-25.0,-43.0,-60.0,23.0
224,Aberdeenshire,19/05/2020,-57.0,6.0,-23.0,-41.0,-61.0,23.0
225,Aberdeenshire,20/05/2020,-55.0,15.0,-20.0,-41.0,-61.0,24.0
226,Aberdeenshire,21/05/2020,-55.0,0.0,-20.0,-44.0,-61.0,24.0
227,Aberdeenshire,22/05/2020,-58.0,-35.0,-25.0,-55.0,-61.0,26.0
228,Aberdeenshire,23/05/2020,-64.0,-31.0,-27.0,-51.0,-43.0,
229,Aberdeenshire,24/05/2020,-62.0,-15.0,-31.0,-28.0,-36.0,
230,Aberdeenshire,25/05/2020,-51.0,16.0,-25.0,-37.0,-62.0,23.0
231,Aberdeenshire,26/05/2020,-54.0,21.0,-20.0,-39.0,-59.0,22.0
232,Aberdeenshire,27/05/2020,-54.0,7.0,-20.0,-40.0,-59.0,23.0
233,Aberdeenshire,28/05/2020,-50.0,12.0,-16.0,-38.0,-59.0,23.0
234,Aberdeenshire,29/05/2020,-50.0,36.0,-15.0,-31.0,-57.0,21.0
235,Aberdeenshire,30/05/2020,-58.0,27.0,-18.0,-23.0,-33.0,12.0
236,Aberdeenshire,31/05/2020,-55.0,47.0,-18.0,-4.0,-21.0,
237,Aberdeenshire,01/06/2020,-44.0,53.0,-15.0,-28.0,-56.0,19.0
238,Aberdeenshire,02/06/2020,-51.0,-7.0,-22.0,-43.0,-57.0,22.0
239,Aberdeenshire,03/06/2020,-54.0,-15.0,-24.0,-48.0,-57.0,23.0
240,Aberdeenshire,04/06/2020,-51.0,0.0,-18.0,-45.0,-57.0,22.0
241,Aberdeenshire,05/06/2020,-58.0,-40.0,-27.0,-62.0,-57.0,25.0
242,Aberdeenshire,06/06/2020,-57.0,15.0,-19.0,-45.0,-29.0,13.0
243,Aberdeenshire,07/06/2020,-59.0,-24.0,-28.0,-49.0,-28.0,
244,Aberdeenshire,08/06/2020,-44.0,26.0,-21.0,-45.0,-54.0,20.0
245,Aberdeenshire,09/06/2020,-49.0,22.0,-20.0,-49.0,-55.0,20.0
246,Aberdeenshire,10/06/2020,-49.0,-15.0,-21.0,-57.0,-55.0,23.0
247,Aberdeenshire,11/06/2020,-43.0,39.0,-19.0,-41.0,-54.0,20.0
248,Aberdeenshire,12/06/2020,-47.0,8.0,-23.0,-51.0,-53.0,22.0
249,Aberdeenshire,13/06/2020,-55.0,-5.0,-25.0,-48.0,-29.0,13.0
250,Aberdeenshire,14/06/2020,-53.0,2.0,-26.0,-39.0,-19.0,
251,Aberdeenshire,15/06/2020,-43.0,29.0,-22.0,-43.0,-53.0,19.0
252,Aberdeenshire,16/06/2020,-44.0,45.0,-20.0,-39.0,-53.0,19.0
253,Aberdeenshire,17/06/2020,-42.0,42.0,-18.0,-43.0,-53.0,20.0
254,Aberdeenshire,18/06/2020,-40.0,40.0,-16.0,-41.0,-54.0,19.0
255,Aberdeenshire,19/06/2020,-41.0,17.0,-17.0,-42.0,-54.0,20.0
256,Aberdeenshire,20/06/2020,-48.0,67.0,-11.0,-27.0,-20.0,9.0
257,Aberdeenshire,21/06/2020,-47.0,4.0,-23.0,-31.0,-14.0,
258,Aberdeenshire,22/06/2020,-38.0,28.0,-20.0,-43.0,-54.0,19.0
259,Aberdeenshire,23/06/2020,-40.0,44.0,-18.0,-38.0,-54.0,19.0
260,Angus Council,15/02/2020,-10.0,-31.0,-8.0,-15.0,-3.0,
261,Angus Council,16/02/2020,4.0,-22.0,-8.0,2.0,-4.0,
262,Angus Council,17/02/2020,13.0,10.0,-2.0,2.0,-17.0,3.0
263,Angus Council,18/02/2020,7.0,0.0,-1.0,3.0,0.0,1.0
264,Angus Council,19/02/2020,7.0,6.0,0.0,4.0,1.0,0.0
265,Angus Council,20/02/2020,8.0,16.0,-2.0,8.0,-1.0,1.0
266,Angus Council,21/02/2020,6.0,2.0,-3.0,1.0,-1.0,1.0
267,Angus Council,22/02/2020,-1.0,-13.0,-1.0,-7.0,-3.0,
268,Angus Council,23/02/2020,18.0,33.0,-5.0,13.0,1.0,
269,Angus Council,24/02/2020,-5.0,-22.0,-9.0,-5.0,-3.0,2.0
270,Angus Council,25/02/2020,4.0,10.0,2.0,8.0,0.0,0.0
271,Angus Council,26/02/2020,6.0,2.0,-2.0,4.0,1.0,0.0
272,Angus Council,27/02/2020,10.0,18.0,-2.0,12.0,0.0,0.0
273,Angus Council,28/02/2020,9.0,-12.0,-3.0,4.0,0.0,1.0
274,Angus Council,29/02/2020,9.0,3.0,2.0,7.0,1.0,
275,Angus Council,01/03/2020,12.0,-5.0,-6.0,0.0,-5.0,
276,Angus Council,02/03/2020,5.0,14.0,2.0,6.0,-1.0,1.0
277,Angus Council,03/03/2020,11.0,,1.0,6.0,0.0,0.0
278,Angus Council,04/03/2020,9.0,18.0,4.0,3.0,1.0,0.0
279,Angus Council,05/03/2020,10.0,25.0,2.0,1.0,0.0,0.0
280,Angus Council,06/03/2020,12.0,24.0,0.0,2.0,0.0,0.0
281,Angus Council,07/03/2020,3.0,0.0,6.0,0.0,-1.0,
282,Angus Council,08/03/2020,18.0,28.0,-4.0,7.0,-3.0,
283,Angus Council,09/03/2020,6.0,6.0,0.0,6.0,-1.0,1.0
284,Angus Council,10/03/2020,7.0,10.0,3.0,10.0,0.0,0.0
285,Angus Council,11/03/2020,5.0,6.0,3.0,3.0,0.0,1.0
286,Angus Council,12/03/2020,3.0,2.0,10.0,-2.0,-1.0,1.0
287,Angus Council,13/03/2020,11.0,15.0,6.0,-1.0,-2.0,1.0
288,Angus Council,14/03/2020,1.0,-6.0,10.0,-9.0,-1.0,
289,Angus Council,15/03/2020,10.0,33.0,10.0,7.0,-4.0,
290,Angus Council,16/03/2020,9.0,14.0,16.0,-5.0,-7.0,3.0
291,Angus Council,17/03/2020,-1.0,12.0,21.0,-8.0,-9.0,5.0
292,Angus Council,18/03/2020,-4.0,25.0,21.0,-20.0,-17.0,8.0
293,Angus Council,19/03/2020,-3.0,,23.0,-18.0,-21.0,8.0
294,Angus Council,20/03/2020,-10.0,37.0,8.0,-14.0,-22.0,9.0
295,Angus Council,21/03/2020,-33.0,27.0,15.0,-29.0,-23.0,
296,Angus Council,22/03/2020,-32.0,70.0,-12.0,-2.0,-25.0,
297,Angus Council,23/03/2020,-32.0,12.0,-6.0,-35.0,-39.0,13.0
298,Angus Council,24/03/2020,-68.0,-4.0,-23.0,-51.0,-57.0,20.0
299,Angus Council,25/03/2020,-71.0,-6.0,-28.0,-52.0,-63.0,
300,Angus Council,26/03/2020,-75.0,-27.0,-29.0,-58.0,-65.0,
301,Angus Council,27/03/2020,-73.0,-25.0,-28.0,-57.0,-65.0,
302,Angus Council,28/03/2020,-82.0,-42.0,-33.0,-63.0,-56.0,
303,Angus Council,29/03/2020,-80.0,-28.0,-44.0,-51.0,-48.0,
304,Angus Council,30/03/2020,-67.0,-16.0,-31.0,-52.0,-67.0,
305,Angus Council,31/03/2020,-70.0,-8.0,-26.0,-54.0,-66.0,
306,Angus Council,01/04/2020,-73.0,-6.0,-27.0,-54.0,-66.0,
307,Angus Council,02/04/2020,-72.0,-16.0,-32.0,-56.0,-66.0,
308,Angus Council,03/04/2020,-73.0,-19.0,-28.0,-59.0,-65.0,
309,Angus Council,04/04/2020,-79.0,-31.0,-32.0,-58.0,-54.0,
310,Angus Council,05/04/2020,-79.0,-28.0,-41.0,-43.0,-48.0,
311,Angus Council,06/04/2020,-71.0,-6.0,-31.0,-51.0,-68.0,
312,Angus Council,07/04/2020,-72.0,2.0,-28.0,-46.0,-67.0,
313,Angus Council,08/04/2020,-73.0,-6.0,-27.0,-51.0,-66.0,
314,Angus Council,09/04/2020,-71.0,-18.0,-27.0,-54.0,-66.0,
