,Reigion Name,Dates,Mobility Retail & Recreation (% from Baseline),Mobility Parks (% from Baseline),Mobility Grocery & Pharmacy (% from Baseline),Mobility Transit Stations (% from Baseline),Mobility Workplaces (% from Baseline),Mobility Residential (% from baseline)
15263,Surrey,20/02/2020,3.0,-9.0,-2.0,-8.0,-19.0,3.0
15264,Surrey,21/02/2020,5.0,20.0,-1.0,-1.0,-19.0,2.0
15265,Surrey,22/02/2020,-5.0,-13.0,-2.0,1.0,-3.0,0.0
15266,Surrey,23/02/2020,-5.0,-18.0,-2.0,10.0,-1.0,-1.0
15267,Surrey,24/02/2020,-3.0,-8.0,1.0,-1.0,0.0,1.0
15268,Surrey,25/02/2020,1.0,-3.0,7.0,0.0,1.0,0.0
15269,Surrey,26/02/2020,2.0,9.0,1.0,-3.0,1.0,0.0
15270,Surrey,27/02/2020,1.0,1.0,1.0,-1.0,0.0,1.0
15271,Surrey,28/02/2020,1.0,-8.0,3.0,2.0,-1.0,1.0
15272,Surrey,29/02/2020,-1.0,-24.0,1.0,-6.0,0.0,1.0
15273,Surrey,01/03/2020,5.0,17.0,4.0,8.0,1.0,-1.0
15274,Surrey,02/03/2020,3.0,5.0,6.0,2.0,2.0,0.0
15275,Surrey,03/03/2020,3.0,2.0,5.0,-1.0,2.0,0.0
15276,Surrey,04/03/2020,0.0,-5.0,5.0,-2.0,1.0,1.0
15277,Surrey,05/03/2020,-7.0,-17.0,0.0,-3.0,0.0,2.0
15278,Surrey,06/03/2020,4.0,36.0,9.0,2.0,0.0,0.0
15279,Surrey,07/03/2020,-2.0,-1.0,4.0,2.0,2.0,0.0
15280,Surrey,08/03/2020,-2.0,-2.0,3.0,2.0,0.0,0.0
15281,Surrey,09/03/2020,-1.0,5.0,7.0,-3.0,1.0,1.0
15282,Surrey,10/03/2020,-1.0,-5.0,7.0,-5.0,0.0,2.0
15283,Surrey,11/03/2020,0.0,10.0,7.0,-8.0,-1.0,2.0
15284,Surrey,12/03/2020,1.0,7.0,11.0,-10.0,-2.0,3.0
15285,Surrey,13/03/2020,-2.0,15.0,13.0,-11.0,-7.0,4.0
15286,Surrey,14/03/2020,-8.0,-9.0,8.0,-18.0,-2.0,3.0
15287,Surrey,15/03/2020,-12.0,-11.0,9.0,-11.0,-5.0,3.0
15288,Surrey,16/03/2020,-1.0,30.0,25.0,-19.0,-12.0,6.0
15289,Surrey,17/03/2020,-11.0,-1.0,30.0,-33.0,-23.0,11.0
15290,Surrey,18/03/2020,-16.0,7.0,33.0,-40.0,-32.0,14.0
15291,Surrey,19/03/2020,-19.0,-13.0,33.0,-44.0,-35.0,16.0
15292,Surrey,20/03/2020,-28.0,8.0,17.0,-43.0,-37.0,16.0
15293,Surrey,21/03/2020,-47.0,17.0,7.0,-46.0,-27.0,12.0
15294,Surrey,22/03/2020,-58.0,14.0,-9.0,-43.0,-35.0,10.0
15295,Surrey,23/03/2020,-45.0,4.0,-2.0,-55.0,-55.0,22.0
15296,Surrey,24/03/2020,-68.0,-18.0,-21.0,-69.0,-67.0,28.0
15297,Surrey,25/03/2020,-71.0,2.0,-23.0,-71.0,-72.0,31.0
15298,Surrey,26/03/2020,-72.0,-11.0,-25.0,-73.0,-73.0,31.0
15299,Surrey,27/03/2020,-74.0,-17.0,-27.0,-72.0,-73.0,31.0
15300,Surrey,28/03/2020,-81.0,-49.0,-37.0,-74.0,-58.0,21.0
15301,Surrey,29/03/2020,-85.0,-57.0,-44.0,-74.0,-59.0,17.0
15302,Surrey,30/03/2020,-73.0,-37.0,-31.0,-75.0,-75.0,31.0
15303,Surrey,31/03/2020,-73.0,-24.0,-29.0,-75.0,-76.0,31.0
15304,Surrey,01/04/2020,-74.0,-23.0,-32.0,-76.0,-76.0,32.0
15305,Surrey,02/04/2020,-74.0,-22.0,-31.0,-76.0,-76.0,33.0
15306,Surrey,03/04/2020,-74.0,-18.0,-31.0,-74.0,-74.0,32.0
15307,Surrey,04/04/2020,-80.0,-37.0,-36.0,-72.0,-58.0,21.0
15308,Surrey,05/04/2020,-82.0,-34.0,-40.0,-69.0,-57.0,16.0
15309,Surrey,06/04/2020,-72.0,-29.0,-33.0,-74.0,-76.0,31.0
15310,Surrey,07/04/2020,-73.0,-21.0,-30.0,-73.0,-76.0,31.0
15311,Surrey,08/04/2020,-73.0,-19.0,-28.0,-74.0,-76.0,32.0
15312,Surrey,09/04/2020,-70.0,-17.0,-19.0,-73.0,-76.0,31.0
15313,Surrey,10/04/2020,-79.0,-14.0,-34.0,-77.0,-85.0,35.0
15314,Surrey,11/04/2020,-81.0,-42.0,-32.0,-71.0,-58.0,21.0
15315,Surrey,12/04/2020,-89.0,-38.0,-63.0,-69.0,-61.0,17.0
15316,Surrey,13/04/2020,-79.0,-23.0,-42.0,-81.0,-88.0,34.0
15317,Surrey,14/04/2020,-71.0,-19.0,-27.0,-72.0,-75.0,31.0
15318,Surrey,15/04/2020,-72.0,-9.0,-28.0,-72.0,-75.0,32.0
15319,Surrey,16/04/2020,-73.0,-17.0,-30.0,-72.0,-75.0,32.0
15320,Surrey,17/04/2020,-77.0,-39.0,-34.0,-74.0,-74.0,32.0
15321,Surrey,18/04/2020,-81.0,-41.0,-37.0,-70.0,-55.0,20.0
15322,Surrey,19/04/2020,-82.0,-19.0,-40.0,-63.0,-54.0,15.0
15323,Surrey,20/04/2020,-73.0,-9.0,-33.0,-70.0,-74.0,30.0
15324,Surrey,21/04/2020,-73.0,-12.0,-31.0,-70.0,-74.0,31.0
15325,Surrey,22/04/2020,-74.0,-2.0,-31.0,-71.0,-73.0,31.0
15326,Surrey,23/04/2020,-73.0,-2.0,-30.0,-70.0,-73.0,31.0
15327,Surrey,24/04/2020,-74.0,-3.0,-30.0,-68.0,-71.0,30.0
15328,Surrey,25/04/2020,-78.0,-26.0,-34.0,-64.0,-52.0,19.0
15329,Surrey,26/04/2020,-80.0,-12.0,-37.0,-58.0,-51.0,15.0
15330,Surrey,27/04/2020,-71.0,-9.0,-32.0,-68.0,-72.0,29.0
15331,Surrey,28/04/2020,-77.0,-57.0,-38.0,-75.0,-74.0,30.0
15332,Surrey,29/04/2020,-74.0,-28.0,-33.0,-72.0,-73.0,31.0
15333,Surrey,30/04/2020,-76.0,-39.0,-32.0,-72.0,-73.0,32.0
15334,Surrey,01/05/2020,-76.0,-20.0,-29.0,-69.0,-70.0,31.0
15335,Surrey,02/05/2020,-78.0,-15.0,-32.0,-62.0,-50.0,19.0
15336,Surrey,03/05/2020,-82.0,-30.0,-38.0,-61.0,-51.0,15.0
15337,Surrey,04/05/2020,-71.0,-1.0,-30.0,-67.0,-71.0,28.0
15338,Surrey,05/05/2020,-72.0,-11.0,-28.0,-68.0,-71.0,30.0
15339,Surrey,06/05/2020,-72.0,7.0,-26.0,-67.0,-71.0,30.0
15340,Surrey,07/05/2020,-69.0,6.0,-18.0,-66.0,-70.0,29.0
15341,Surrey,08/05/2020,-77.0,23.0,-30.0,-71.0,-82.0,32.0
15342,Surrey,09/05/2020,-79.0,-10.0,-31.0,-62.0,-49.0,18.0
15343,Surrey,10/05/2020,-82.0,-36.0,-39.0,-64.0,-49.0,15.0
15344,Surrey,11/05/2020,-70.0,-18.0,-28.0,-67.0,-70.0,28.0
15345,Surrey,12/05/2020,-69.0,2.0,-25.0,-66.0,-69.0,29.0
15346,Surrey,13/05/2020,-70.0,4.0,-25.0,-66.0,-69.0,29.0
15347,Surrey,14/05/2020,-70.0,16.0,-24.0,-65.0,-69.0,27.0
15348,Surrey,15/05/2020,-71.0,38.0,-24.0,-62.0,-67.0,27.0
15349,Surrey,16/05/2020,-75.0,14.0,-27.0,-57.0,-45.0,16.0
15350,Surrey,17/05/2020,-76.0,34.0,-28.0,-48.0,-41.0,12.0
15351,Surrey,18/05/2020,-65.0,43.0,-22.0,-61.0,-67.0,26.0
15352,Surrey,19/05/2020,-65.0,35.0,-19.0,-61.0,-67.0,27.0
15353,Surrey,20/05/2020,-66.0,50.0,-17.0,-61.0,-67.0,27.0
15354,Surrey,21/05/2020,-66.0,38.0,-18.0,-61.0,-67.0,27.0
15355,Surrey,22/05/2020,-67.0,40.0,-19.0,-60.0,-65.0,26.0
15356,Surrey,23/05/2020,-73.0,3.0,-24.0,-56.0,-40.0,16.0
15357,Surrey,24/05/2020,-73.0,45.0,-23.0,-43.0,-37.0,11.0
15358,Surrey,25/05/2020,-67.0,135.0,-24.0,-62.0,-83.0,28.0
15359,Surrey,26/05/2020,-61.0,51.0,-14.0,-59.0,-66.0,25.0
15360,Surrey,27/05/2020,-63.0,59.0,-16.0,-59.0,-66.0,26.0
15361,Surrey,28/05/2020,-62.0,65.0,-15.0,-58.0,-65.0,26.0
15362,Surrey,29/05/2020,-64.0,74.0,-15.0,-55.0,-63.0,25.0
15363,Surrey,30/05/2020,-71.0,41.0,-19.0,-47.0,-29.0,13.0
15364,Surrey,31/05/2020,-71.0,52.0,-20.0,-40.0,-26.0,10.0
15365,Surrey,01/06/2020,-60.0,51.0,-15.0,-55.0,-61.0,23.0
15366,Surrey,02/06/2020,-62.0,48.0,-15.0,-55.0,-61.0,24.0
15367,Surrey,03/06/2020,-64.0,6.0,-20.0,-60.0,-61.0,26.0
15368,Surrey,04/06/2020,-64.0,21.0,-19.0,-59.0,-61.0,26.0
15369,Surrey,05/06/2020,-65.0,36.0,-18.0,-57.0,-59.0,24.0
15370,Surrey,06/06/2020,-71.0,-11.0,-24.0,-55.0,-32.0,15.0
15371,Surrey,07/06/2020,-69.0,34.0,-22.0,-44.0,-27.0,10.0
15372,Surrey,08/06/2020,-59.0,43.0,-18.0,-57.0,-59.0,23.0
15373,Surrey,09/06/2020,-59.0,47.0,-18.0,-56.0,-59.0,24.0
15374,Surrey,10/06/2020,-63.0,2.0,-20.0,-62.0,-60.0,26.0
15375,Surrey,11/06/2020,-61.0,18.0,-18.0,-60.0,-59.0,26.0
15376,Surrey,12/06/2020,-64.0,18.0,-18.0,-59.0,-58.0,24.0
15377,Surrey,13/06/2020,-67.0,59.0,-17.0,-42.0,-19.0,11.0
15378,Surrey,14/06/2020,-66.0,62.0,-20.0,-37.0,-18.0,8.0
15379,Surrey,15/06/2020,-49.0,54.0,-17.0,-54.0,-58.0,22.0
15380,Surrey,16/06/2020,-53.0,39.0,-14.0,-54.0,-58.0,23.0
15381,Surrey,17/06/2020,-53.0,32.0,-15.0,-56.0,-58.0,24.0
15382,Surrey,18/06/2020,-56.0,8.0,-17.0,-58.0,-59.0,25.0
15383,Surrey,19/06/2020,-56.0,41.0,-13.0,-53.0,-56.0,22.0
15384,Surrey,20/06/2020,-59.0,50.0,-12.0,-39.0,-15.0,10.0
15385,Surrey,21/06/2020,-63.0,40.0,-18.0,-35.0,-11.0,7.0
15386,Surrey,22/06/2020,-49.0,75.0,-14.0,-50.0,-58.0,20.0
15387,Surrey,23/06/2020,-51.0,66.0,-11.0,-51.0,-58.0,21.0
15388,Swansea,15/02/2020,-11.0,-54.0,-6.0,-17.0,-5.0,3.0
15389,Swansea,16/02/2020,-9.0,-27.0,-6.0,-16.0,-5.0,1.0
15390,Swansea,17/02/2020,13.0,68.0,4.0,1.0,-16.0,2.0
15391,Swansea,18/02/2020,12.0,24.0,0.0,-3.0,-15.0,3.0
15392,Swansea,19/02/2020,8.0,-16.0,-2.0,-4.0,-16.0,3.0
15393,Swansea,20/02/2020,13.0,36.0,3.0,-3.0,-16.0,2.0
15394,Swansea,21/02/2020,10.0,13.0,1.0,8.0,-17.0,2.0
15395,Swansea,22/02/2020,4.0,-17.0,-2.0,5.0,-2.0,0.0
15396,Swansea,23/02/2020,-1.0,-6.0,-2.0,8.0,-5.0,0.0
15397,Swansea,24/02/2020,-4.0,-6.0,-1.0,-4.0,-2.0,1.0
15398,Swansea,25/02/2020,-1.0,-4.0,3.0,-2.0,2.0,0.0
15399,Swansea,26/02/2020,3.0,1.0,1.0,5.0,2.0,0.0
15400,Swansea,27/02/2020,8.0,28.0,3.0,5.0,1.0,-1.0
15401,Swansea,28/02/2020,-7.0,-38.0,-3.0,-5.0,-1.0,2.0
15402,Swansea,29/02/2020,6.0,-31.0,6.0,-7.0,1.0,1.0
15403,Swansea,01/03/2020,5.0,-3.0,6.0,2.0,0.0,-1.0
15404,Swansea,02/03/2020,7.0,45.0,4.0,5.0,1.0,0.0
15405,Swansea,03/03/2020,4.0,33.0,2.0,4.0,1.0,0.0
15406,Swansea,04/03/2020,-1.0,-28.0,2.0,0.0,-1.0,1.0
15407,Swansea,05/03/2020,4.0,22.0,7.0,1.0,1.0,0.0
15408,Swansea,06/03/2020,1.0,13.0,2.0,7.0,1.0,0.0
15409,Swansea,07/03/2020,10.0,-11.0,0.0,1.0,0.0,0.0
15410,Swansea,08/03/2020,2.0,-1.0,2.0,9.0,-1.0,0.0
15411,Swansea,09/03/2020,-2.0,6.0,-2.0,-2.0,0.0,1.0
15412,Swansea,10/03/2020,-3.0,-11.0,1.0,-3.0,0.0,1.0
15413,Swansea,11/03/2020,-1.0,-12.0,3.0,0.0,1.0,1.0
15414,Swansea,12/03/2020,2.0,14.0,13.0,-5.0,-1.0,1.0
15415,Swansea,13/03/2020,-2.0,23.0,11.0,-1.0,-1.0,1.0
15416,Swansea,14/03/2020,-7.0,-14.0,11.0,-13.0,-3.0,3.0
15417,Swansea,15/03/2020,-9.0,1.0,6.0,-11.0,-6.0,2.0
15418,Swansea,16/03/2020,-1.0,85.0,18.0,-9.0,-7.0,3.0
15419,Swansea,17/03/2020,-18.0,-19.0,10.0,-26.0,-14.0,8.0
15420,Swansea,18/03/2020,-23.0,-32.0,12.0,-30.0,-22.0,10.0
15421,Swansea,19/03/2020,-22.0,1.0,16.0,-34.0,-26.0,11.0
15422,Swansea,20/03/2020,-30.0,32.0,-1.0,-32.0,-28.0,12.0
15423,Swansea,21/03/2020,-46.0,3.0,-1.0,-39.0,-26.0,10.0
15424,Swansea,22/03/2020,-55.0,27.0,-21.0,-34.0,-32.0,8.0
15425,Swansea,23/03/2020,-42.0,37.0,-16.0,-45.0,-45.0,16.0
15426,Swansea,24/03/2020,-70.0,-3.0,-33.0,-61.0,-56.0,22.0
15427,Swansea,25/03/2020,-74.0,-19.0,-33.0,-61.0,-62.0,24.0
15428,Swansea,26/03/2020,-73.0,7.0,-36.0,-64.0,-64.0,24.0
15429,Swansea,27/03/2020,-76.0,-23.0,-35.0,-63.0,-64.0,25.0
15430,Swansea,28/03/2020,-83.0,-61.0,-42.0,-70.0,-56.0,19.0
15431,Swansea,29/03/2020,-84.0,-51.0,-50.0,-67.0,-54.0,
15432,Swansea,30/03/2020,-73.0,-12.0,-36.0,-71.0,-67.0,24.0
15433,Swansea,31/03/2020,-72.0,7.0,-37.0,-68.0,-67.0,24.0
15434,Swansea,01/04/2020,-75.0,-39.0,-40.0,-71.0,-67.0,26.0
15435,Swansea,02/04/2020,-74.0,-14.0,-38.0,-70.0,-67.0,25.0
15436,Swansea,03/04/2020,-75.0,-9.0,-35.0,-69.0,-65.0,26.0
15437,Swansea,04/04/2020,-81.0,-52.0,-41.0,-71.0,-56.0,19.0
15438,Swansea,05/04/2020,-82.0,-47.0,-47.0,-69.0,-53.0,
15439,Swansea,06/04/2020,-70.0,8.0,-39.0,-69.0,-67.0,24.0
15440,Swansea,07/04/2020,-72.0,10.0,-38.0,-66.0,-67.0,25.0
15441,Swansea,08/04/2020,-72.0,-19.0,-37.0,-66.0,-67.0,25.0
15442,Swansea,09/04/2020,-67.0,16.0,-26.0,-67.0,-67.0,24.0
15443,Swansea,10/04/2020,-76.0,-14.0,-41.0,-71.0,-78.0,29.0
15444,Swansea,11/04/2020,-79.0,-48.0,-36.0,-70.0,-57.0,18.0
15445,Swansea,12/04/2020,-91.0,-45.0,-69.0,-67.0,-59.0,
15446,Swansea,13/04/2020,-76.0,12.0,-47.0,-75.0,-82.0,28.0
15447,Swansea,14/04/2020,-69.0,4.0,-35.0,-67.0,-67.0,24.0
15448,Swansea,15/04/2020,-70.0,-9.0,-37.0,-66.0,-67.0,25.0
15449,Swansea,16/04/2020,-71.0,15.0,-35.0,-66.0,-66.0,25.0
15450,Swansea,17/04/2020,-76.0,-41.0,-41.0,-71.0,-66.0,27.0
15451,Swansea,18/04/2020,-80.0,-51.0,-40.0,-70.0,-52.0,18.0
15452,Swansea,19/04/2020,-80.0,-25.0,-46.0,-63.0,-49.0,
15453,Swansea,20/04/2020,-68.0,40.0,-35.0,-65.0,-64.0,23.0
15454,Swansea,21/04/2020,-68.0,30.0,-35.0,-63.0,-64.0,24.0
15455,Swansea,22/04/2020,-70.0,-2.0,-35.0,-64.0,-64.0,24.0
15456,Swansea,23/04/2020,-68.0,23.0,-32.0,-63.0,-64.0,24.0
15457,Swansea,24/04/2020,-71.0,6.0,-34.0,-64.0,-63.0,25.0
15458,Swansea,25/04/2020,-76.0,-34.0,-35.0,-65.0,-50.0,17.0
15459,Swansea,26/04/2020,-78.0,-26.0,-42.0,-59.0,-47.0,
15460,Swansea,27/04/2020,-67.0,12.0,-36.0,-63.0,-63.0,23.0
15461,Swansea,28/04/2020,-71.0,-34.0,-38.0,-70.0,-65.0,23.0
15462,Swansea,29/04/2020,-72.0,-33.0,-37.0,-68.0,-63.0,25.0
15463,Swansea,30/04/2020,-71.0,-13.0,-32.0,-68.0,-64.0,25.0
15464,Swansea,01/05/2020,-73.0,1.0,-32.0,-64.0,-62.0,25.0
15465,Swansea,02/05/2020,-77.0,-34.0,-34.0,-64.0,-48.0,17.0
15466,Swansea,03/05/2020,-79.0,-45.0,-43.0,-66.0,-47.0,
15467,Swansea,04/05/2020,-66.0,42.0,-33.0,-60.0,-61.0,22.0
15468,Swansea,05/05/2020,-67.0,-2.0,-34.0,-65.0,-62.0,23.0
15469,Swansea,06/05/2020,-67.0,13.0,-29.0,-58.0,-60.0,22.0
15470,Swansea,07/05/2020,-64.0,24.0,-21.0,-62.0,-61.0,22.0
15471,Swansea,08/05/2020,-74.0,12.0,-37.0,-69.0,-75.0,27.0
15472,Swansea,09/05/2020,-77.0,-27.0,-34.0,-65.0,-49.0,17.0
15473,Swansea,10/05/2020,-76.0,-21.0,-35.0,-61.0,-44.0,
15474,Swansea,11/05/2020,-63.0,36.0,-28.0,-62.0,-61.0,22.0
15475,Swansea,12/05/2020,-64.0,33.0,-29.0,-60.0,-60.0,22.0
15476,Swansea,13/05/2020,-66.0,-9.0,-28.0,-61.0,-60.0,23.0
15477,Swansea,14/05/2020,-64.0,45.0,-25.0,-61.0,-59.0,21.0
15478,Swansea,15/05/2020,-68.0,9.0,-28.0,-63.0,-58.0,23.0
15479,Swansea,16/05/2020,-73.0,-27.0,-31.0,-65.0,-45.0,16.0
15480,Swansea,17/05/2020,-73.0,-18.0,-33.0,-58.0,-41.0,13.0
15481,Swansea,18/05/2020,-61.0,22.0,-26.0,-60.0,-58.0,21.0
15482,Swansea,19/05/2020,-63.0,15.0,-27.0,-60.0,-58.0,22.0
15483,Swansea,20/05/2020,-64.0,,-24.0,-51.0,-58.0,21.0
15484,Swansea,21/05/2020,-62.0,41.0,-24.0,-53.0,-59.0,22.0
15485,Swansea,22/05/2020,-66.0,-4.0,-27.0,-54.0,-57.0,23.0
15486,Swansea,23/05/2020,-72.0,-38.0,-28.0,-56.0,-42.0,16.0
15487,Swansea,24/05/2020,-71.0,4.0,-30.0,-44.0,-36.0,11.0
15488,Swansea,25/05/2020,-64.0,109.0,-33.0,-58.0,-77.0,24.0
15489,Swansea,26/05/2020,-58.0,43.0,-23.0,-48.0,-57.0,20.0
15490,Swansea,27/05/2020,-60.0,,-22.0,-50.0,-57.0,21.0
15491,Swansea,28/05/2020,-59.0,67.0,-18.0,-47.0,-56.0,20.0
15492,Swansea,29/05/2020,-62.0,47.0,-21.0,-49.0,-55.0,21.0
15493,Swansea,30/05/2020,-68.0,-2.0,-21.0,-46.0,-33.0,13.0
15494,Swansea,31/05/2020,-66.0,13.0,-23.0,-38.0,-30.0,10.0
15495,Swansea,01/06/2020,-53.0,115.0,-19.0,-43.0,-53.0,17.0
15496,Swansea,02/06/2020,-55.0,106.0,-22.0,-42.0,-54.0,18.0
15497,Swansea,03/06/2020,-62.0,-23.0,-25.0,-51.0,-55.0,21.0
15498,Swansea,04/06/2020,-60.0,45.0,-22.0,-46.0,-54.0,20.0
15499,Swansea,05/06/2020,-62.0,31.0,-23.0,-60.0,-52.0,20.0
15500,Swansea,06/06/2020,-69.0,-46.0,-26.0,-66.0,-38.0,15.0
15501,Swansea,07/06/2020,-65.0,27.0,-25.0,-51.0,-28.0,10.0
15502,Swansea,08/06/2020,-53.0,112.0,-20.0,-55.0,-51.0,18.0
15503,Swansea,09/06/2020,-55.0,84.0,-23.0,-56.0,-51.0,18.0
15504,Swansea,10/06/2020,-62.0,-21.0,-24.0,-60.0,-52.0,21.0
15505,Swansea,11/06/2020,-57.0,57.0,-17.0,-57.0,-51.0,20.0
15506,Swansea,12/06/2020,-59.0,48.0,-22.0,-55.0,-50.0,20.0
15507,Swansea,13/06/2020,-64.0,16.0,-19.0,-54.0,-28.0,13.0
15508,Swansea,14/06/2020,-61.0,54.0,-21.0,-43.0,-22.0,9.0
15509,Swansea,15/06/2020,-48.0,,-17.0,-50.0,-49.0,16.0
15510,Swansea,16/06/2020,-53.0,87.0,-19.0,-54.0,-50.0,18.0
15511,Swansea,17/06/2020,-57.0,,-20.0,-55.0,-50.0,19.0
15512,Swansea,18/06/2020,-62.0,-25.0,-25.0,-62.0,-52.0,21.0
15513,Swansea,19/06/2020,-57.0,37.0,-16.0,-52.0,-49.0,19.0
15514,Swansea,20/06/2020,-60.0,43.0,-11.0,-46.0,-23.0,10.0
15515,Swansea,21/06/2020,-63.0,14.0,-20.0,-48.0,-15.0,8.0
15516,Swansea,22/06/2020,-42.0,,-17.0,-50.0,-50.0,16.0
15517,Swansea,23/06/2020,-44.0,,-13.0,-47.0,-49.0,16.0
15518,Swindon,15/02/2020,-19.0,-50.0,-7.0,-11.0,-3.0,3.0
15519,Swindon,16/02/2020,-12.0,-53.0,-4.0,-2.0,-2.0,1.0
15520,Swindon,17/02/2020,3.0,,-2.0,-2.0,-13.0,2.0
15521,Swindon,18/02/2020,3.0,,-3.0,-5.0,-13.0,3.0
15522,Swindon,19/02/2020,3.0,,-3.0,-6.0,-13.0,3.0
15523,Swindon,20/02/2020,4.0,,-3.0,-9.0,-14.0,3.0
15524,Swindon,21/02/2020,1.0,,1.0,-3.0,-15.0,3.0
15525,Swindon,22/02/2020,-9.0,-17.0,-1.0,10.0,-2.0,0.0
15526,Swindon,23/02/2020,-6.0,-13.0,-1.0,7.0,0.0,0.0
15527,Swindon,24/02/2020,-7.0,,0.0,-3.0,-1.0,1.0
15528,Swindon,25/02/2020,-2.0,,6.0,2.0,2.0,0.0
15529,Swindon,26/02/2020,-1.0,,1.0,-1.0,1.0,1.0
15530,Swindon,27/02/2020,1.0,,1.0,-3.0,0.0,1.0
15531,Swindon,28/02/2020,-3.0,-28.0,-1.0,0.0,-2.0,1.0
15532,Swindon,29/02/2020,-1.0,-30.0,1.0,0.0,0.0,1.0
15533,Swindon,01/03/2020,3.0,-11.0,1.0,5.0,4.0,-1.0
15534,Swindon,02/03/2020,2.0,,3.0,2.0,1.0,0.0
15535,Swindon,03/03/2020,6.0,,4.0,-4.0,2.0,0.0
15536,Swindon,04/03/2020,-2.0,,2.0,-6.0,1.0,1.0
15537,Swindon,05/03/2020,-3.0,,5.0,-7.0,2.0,1.0
15538,Swindon,06/03/2020,-1.0,,6.0,-2.0,2.0,1.0
15539,Swindon,07/03/2020,-4.0,0.0,2.0,8.0,2.0,0.0
15540,Swindon,08/03/2020,-2.0,4.0,2.0,0.0,3.0,0.0
15541,Swindon,09/03/2020,-3.0,,4.0,-2.0,2.0,1.0
15542,Swindon,10/03/2020,-3.0,,4.0,-7.0,1.0,2.0
15543,Swindon,11/03/2020,-3.0,,5.0,-7.0,-3.0,2.0
15544,Swindon,12/03/2020,-4.0,,11.0,-13.0,-4.0,3.0
15545,Swindon,13/03/2020,-6.0,,9.0,-7.0,-3.0,2.0
15546,Swindon,14/03/2020,-15.0,-4.0,10.0,-14.0,-1.0,2.0
15547,Swindon,15/03/2020,-17.0,-32.0,7.0,-17.0,-3.0,2.0
15548,Swindon,16/03/2020,-5.0,,23.0,-11.0,-7.0,3.0
15549,Swindon,17/03/2020,-11.0,,31.0,-29.0,-15.0,7.0
15550,Swindon,18/03/2020,-18.0,,33.0,-35.0,-23.0,10.0
15551,Swindon,19/03/2020,-16.0,,36.0,-42.0,-30.0,13.0
15552,Swindon,20/03/2020,-28.0,,15.0,-40.0,-29.0,13.0
15553,Swindon,21/03/2020,-48.0,,4.0,-39.0,-20.0,10.0
15554,Swindon,22/03/2020,-57.0,,-12.0,-40.0,-22.0,7.0
15555,Swindon,23/03/2020,-41.0,,-4.0,-50.0,-46.0,18.0
15556,Swindon,24/03/2020,-69.0,,-21.0,-63.0,-58.0,24.0
15557,Swindon,25/03/2020,-71.0,,-23.0,-65.0,-63.0,27.0
15558,Swindon,26/03/2020,-72.0,,-24.0,-67.0,-65.0,28.0
15559,Swindon,27/03/2020,-75.0,,-26.0,-67.0,-66.0,28.0
15560,Swindon,28/03/2020,-84.0,-33.0,-39.0,-71.0,-51.0,
15561,Swindon,29/03/2020,-83.0,-30.0,-44.0,-69.0,-52.0,
15562,Swindon,30/03/2020,-73.0,,-29.0,-70.0,-68.0,27.0
15563,Swindon,31/03/2020,-71.0,,-25.0,-69.0,-68.0,28.0
15564,Swindon,01/04/2020,-73.0,,-29.0,-71.0,-67.0,28.0
15565,Swindon,02/04/2020,-72.0,,-27.0,-72.0,-68.0,29.0
15566,Swindon,03/04/2020,-75.0,,-26.0,-67.0,-67.0,29.0
15567,Swindon,04/04/2020,-82.0,-4.0,-33.0,-68.0,-54.0,
15568,Swindon,05/04/2020,-82.0,2.0,-40.0,-63.0,-51.0,
15569,Swindon,06/04/2020,-72.0,,-26.0,-67.0,-69.0,27.0
15570,Swindon,07/04/2020,-72.0,,-25.0,-66.0,-70.0,28.0
15571,Swindon,08/04/2020,-71.0,,-24.0,-66.0,-70.0,28.0
15572,Swindon,09/04/2020,-68.0,,-11.0,-63.0,-70.0,28.0
15573,Swindon,10/04/2020,-77.0,,-31.0,-72.0,-83.0,33.0
15574,Swindon,11/04/2020,-81.0,0.0,-30.0,-63.0,-56.0,
15575,Swindon,12/04/2020,-91.0,11.0,-65.0,-63.0,-60.0,
15576,Swindon,13/04/2020,-77.0,,-38.0,-77.0,-85.0,33.0
15577,Swindon,14/04/2020,-69.0,,-23.0,-64.0,-69.0,28.0
15578,Swindon,15/04/2020,-71.0,,-25.0,-64.0,-69.0,29.0
15579,Swindon,16/04/2020,-70.0,,-25.0,-65.0,-69.0,29.0
15580,Swindon,17/04/2020,-76.0,-38.0,-33.0,-71.0,-69.0,30.0
15581,Swindon,18/04/2020,-83.0,-40.0,-44.0,-70.0,-53.0,
15582,Swindon,19/04/2020,-80.0,24.0,-45.0,-58.0,-47.0,
15583,Swindon,20/04/2020,-71.0,,-33.0,-64.0,-67.0,27.0
15584,Swindon,21/04/2020,-72.0,,-31.0,-67.0,-67.0,27.0
15585,Swindon,22/04/2020,-72.0,,-32.0,-65.0,-67.0,28.0
15586,Swindon,23/04/2020,-71.0,,-29.0,-66.0,-67.0,28.0
15587,Swindon,24/04/2020,-73.0,,-30.0,-64.0,-66.0,28.0
15588,Swindon,25/04/2020,-79.0,,-37.0,-60.0,-48.0,17.0
15589,Swindon,26/04/2020,-79.0,,-42.0,-54.0,-46.0,
15590,Swindon,27/04/2020,-69.0,,-30.0,-61.0,-66.0,26.0
15591,Swindon,28/04/2020,-74.0,-52.0,-38.0,-72.0,-66.0,26.0
