,Reigion Name,Country,Urbanisation,iso_3166_2_code,Reigion Area (ha),"COVID-19 Death Rate April-May (per 100,000)",Gross Income Per Head (2018 pounds),Mobility Retail & Recreation Average Post Lockdown (% from baseline),Mobility Retail & Recreation Rate of Change Post Lockdown (% from baseline per day),Mobility Parks Average Post lockdown (% from baseline),Mobility Park Rate of Change Post lockdown  (% from baseline per day),Mobility Grocery & Pharmacy Average Post Lockdown (% from baseline),Mobility Grocery & Pharmacy Rate of Change Post Lockdown (% from baseline per day),Mobility Transit Stations Average Post lockdown (% from baseline),Mobility Transit Station Rate of Change Post lockdown  (% from baseline per day),Mobility Workplaces Average Post lockdown (% from baseline),Mobility Workplaces Rate of Change Post lockdown  (% from baseline per day),Mobility Residential Average Post Lockdown (% from Baseline),Mobility Residential Rate of Change Post Lockdown (% from Baseline),Greenspace Number,Greenspace Area (ha),Greenspace Average Area (ha),Greenspace Fraction,Greenspace (non-sport) Number,Greenspace (non-sport) Area (ha),Greenspace (non-sport) Average Area (ha),Greenspace (non-sport) Fraction,Greenspace (sport) Number,Greenspace (sport) Area (ha),Greenspace (sport) Average Area (ha),Greenspace (sport) Fraction,Alloments Number,Alloments Area (ha),Alloments Average Area (ha),Alloments Fraction,Bowling Number,Bowling Area (ha),Bowling Average Area (ha),Bowling Fraction,Cemetery Number,Cemetery Area (ha),Cemetery Average Area (ha),Cemetery Fraction,Golf Course Number,Golf Course Area (ha),Golf Course Average Aera,Golf Course Fraction,Other Sport Number,Other Sport Area (ha),Other Sport Average Area (ha),Other Sport Fraction,Religious Grounds Number,Religious Grounds Area (ha),Religious Grounds Average Area (ha),Religious Grounds Fraction,Tennis Court Number,Tennis Court Area (ha),Tennis Court Average Area (ha),Tennis Court Fraction,Public Park or Garden Number,Public Park or Garden Area (ha),Public Park or Garden Average Area (ha),Public Park or Garden Fraction,Playing Field Number,Playing Field Area (ha),Playing Field Average Area (ha),Playing Field Fraction,Play Space Number,Play Space Area (ha),Play Space Average Aera,Play Space Fraction
126,Warrington,England,Urban,GB-WRT,19380.530678884814,33.1,20291.0,-66.27956989247312,0.31034585658440544,-72.75555555555556,0.9058453137874635,-23.010752688172044,0.17245083703858435,-57.40860215053763,0.3071677956491899,-54.11827956989247,0.2917698666109637,22.0,-0.13763350770115704,508.0,1212.227951735725,2.3862754955427654,0.06254874914526738,388.0,774.492807318904,1.9961154827806806,0.03996241486631312,184.0,651.8361283522361,3.5425876540882397,0.033633554165903974,25.0,21.409499683506816,0.8563799873402727,0.0011046910963502447,41.0,10.43495068999883,0.2545109924389959,0.0005384244045168362,10.0,22.54012844500067,2.2540128445000667,0.0011630294762546545,10.0,340.23411781182193,34.02341178118219,0.017555459313738437,48.0,80.5989426299996,1.6791446381249917,0.004158758290236735,51.0,22.995153532761464,0.4508853633874797,0.0011865079400439121,21.0,6.467133284999317,0.3079587278571103,0.00033369227046219595,78.0,482.81850248270797,6.189980801060359,0.024912553246477464,64.0,214.10098393541642,3.3453278739908816,1.0,160.0,10.628539239510987,0.06642837024694367,1.0
127,Warwickshire,England,Rural,GB-WAR,200198.0305138987,24.1,23285.0,-68.47311827956989,0.2854734266360297,-68.47311827956989,1.001477126913551,-20.795698924731184,0.25748261764793645,-54.81720430107527,0.3361731968607323,-56.0,0.31377756557548275,21.827956989247312,-0.10860612933066753,1728.0,5192.774574347328,3.005077878673222,0.02593819010615502,1393.0,2717.017403367128,1.950479112252066,0.013571649013692467,637.0,3258.017211196751,5.114626705175433,0.016273972340454985,205.0,217.40388665519347,1.0605067641716754,0.001085944182852989,70.0,17.481956490000048,0.24974223557142924,8.732331904127482e-05,64.0,97.0684260892246,1.5166941576441344,0.0004848620430483488,39.0,2074.5466531141983,53.193503926005086,0.010362472836465658,155.0,373.8324502810081,2.4118222598774715,0.0018673133263169383,293.0,120.6514090000564,0.4117795529012164,0.0006026603193365591,71.0,9.896111094999744,0.1393818464084471,4.94316106387106e-05,100.0,1452.4509765031364,14.524509765031365,0.007255071255070616,302.0,782.2600402165418,2.5902650338296085,1.0,429.0,47.18266490297264,0.1099829018717311,1.0
128,West Berkshire,England,Rural,GB-WBK,65088.00740358701,15.5,,-71.2258064516129,0.3039449732923519,-71.2258064516129,0.7476351048909313,-28.333333333333332,0.22837277311927429,-63.634408602150536,0.34579690250962375,-59.70967741935484,0.3270717077974398,26.825396825396826,-0.09517612563762703,458.0,1415.0710032017948,3.0896746794799013,0.02174088683384414,388.0,1035.1324427130476,2.6678671203944524,0.015903581688936467,156.0,587.777156077045,3.7678022825451603,0.009030498543801672,35.0,27.349354672934197,0.7814101335124056,0.0004201903816681745,8.0,2.1222574999997277,0.26528218749996596,3.260596820609951e-05,22.0,17.477947875000766,0.7944521761363984,0.00026852792967875603,9.0,341.3062485037462,37.92291650041624,0.005243765512553342,33.0,33.6575729600008,1.0199264533333576,0.0005171086702854868,81.0,38.81833325390936,0.47923868214702914,0.0005963976284173369,20.0,2.852481525000078,0.1426240762500039,4.3824993862738485e-05,41.0,734.1371274228296,17.90578359567877,0.011279145832053404,86.0,207.8385955882982,2.416727855677886,1.0,123.0,9.511083900075974,0.07732588536647134,1.0
129,West Dunbartonshire Council,Scotland,Rural,GB-WDU,18380.420747332682,,,-58.60215053763441,0.279460475664707,-68.0,-2.1081081081081128,-18.817204301075268,0.24794843484229065,-50.096774193548384,0.2717913520933424,-56.204301075268816,0.2707767598698935,19.791666666666668,-0.006943545093194965,299.0,608.8859406159218,2.0364078281468956,0.03312687718012558,228.0,329.60091758041676,1.4456180595632313,0.0179321747913876,108.0,363.9415248873364,3.369828934142004,0.01980050021108198,9.0,4.077231921189051,0.4530257690210056,0.00022182473280872678,25.0,8.717987863264106,0.34871951453056427,0.0004743083949549543,10.0,34.3296072650022,3.4329607265002204,0.0018677269545085916,11.0,233.14783883867062,21.195258076242784,0.012684575725640253,31.0,36.76159058857024,1.1858577609216208,0.0020000407549922374,28.0,13.223749169999287,0.4722767560714031,0.000719447576950505,4.0,0.6576057449998238,0.16440143624995596,3.5777513150522074e-05,28.0,184.21364913239566,6.5790588975855595,0.010022275967710274,37.0,84.65650185183154,2.2880135635630143,1.0,116.0,9.100178239999227,0.07844981241378644,1.0
130,West Lothian,Scotland,Rural,GB-WLN,42329.64032367291,,18267.0,-61.02150537634409,0.17060069827817734,-63.743589743589745,0.2580351703357317,-12.688172043010752,0.19408552415624714,-48.774193548387096,0.2339231894004954,-56.075268817204304,0.23939900331234498,23.083333333333332,-0.10992987193316917,509.0,1446.2564161910555,2.841368204697555,0.034166517956029846,405.0,937.4845809621099,2.3147767431163206,0.022147237108410305,169.0,650.8754822254683,3.8513342143518834,0.015376352769561931,8.0,6.995423979998105,0.8744279974997631,0.00016526065250041598,30.0,9.18360403000073,0.30612013433335766,0.00021695445460387686,19.0,37.75737647499619,1.9872303407892733,0.0008919843444519024,15.0,460.3629117413037,30.69086078275358,0.010875663204816912,54.0,38.60689820264125,0.7149425593081712,0.0009120535376023567,41.0,14.550570340001425,0.35489195951222985,0.00034374424702739555,5.0,0.6184212549998449,0.12368425099996898,1.4609650596392901e-05,52.0,719.0388566705886,13.827670320588243,0.016986651697781262,65.0,142.10364699652303,2.186209953792662,1.0,220.0,17.038706500003006,0.07744866590910457,1.0
131,West Midlands,England,Urban,,90163.96503534306,,17150.0,-67.31182795698925,0.25163379188923024,-67.31182795698925,1.1057563188206858,-23.752688172043012,0.223642982901137,-65.38709677419355,0.24876906090537426,-55.075268817204304,0.3309062695831221,20.64516129032258,-0.11817015308406194,3233.0,9396.93314313159,2.906567628559106,0.10422049584274735,2306.0,6807.886100914455,2.9522489596333283,0.07550562021363917,1371.0,4237.762098613865,3.0910008013230237,0.04700061822872053,363.0,510.0330101633861,1.4050496147751683,0.005656727828722484,220.0,51.95852318366789,0.23617510538030861,0.0005762670614951422,91.0,458.64309794892296,5.0400340433947575,0.005086767177653967,54.0,1722.9900847298122,31.907223791292818,0.019109519906920943,486.0,783.7542277436308,1.6126630200486232,0.008692543938550281,456.0,201.65399555395587,0.44222367446042954,0.0022365253732454004,167.0,30.34420655999996,0.18170183568862253,0.00033654472214155,279.0,3932.9537664464324,14.096608481886854,0.043620017874155904,444.0,1648.7150563967512,3.713322199091782,1.0,673.0,55.88717440500225,0.08304186390044911,1.0
132,West Sussex,England,Rural,GB-WSX,196038.1728314099,16.7,23276.0,-65.45161290322581,0.30228880069230984,-65.45161290322581,1.3953179552982604,-22.838709677419356,0.26051147384440926,-76.38709677419355,0.15101011608128662,-55.193548387096776,0.3154486586493988,20.903225806451612,-0.11412670466414014,2039.0,4588.077891369393,2.2501608098918062,0.023404002522075515,1661.0,2448.399928632165,1.4740517330717429,0.012489403942454385,696.0,3024.3040203512587,4.345264397056406,0.015427117977436558,191.0,143.32245237766688,0.7503793318202454,0.0007310946144194182,57.0,18.05025355999924,0.316671115087706,9.207519790302375e-05,77.0,101.98094192642527,1.3244278172263022,0.0005202096125132092,33.0,1834.1076963231546,55.57902110070165,0.009355870185040246,160.0,269.5935902490816,1.68495993905676,0.001375209666338445,282.0,116.96740268500079,0.41477802370567657,0.0005966562582971589,128.0,17.92642260499969,0.14005017660156008,9.14435303394516e-05,97.0,1146.674586389579,11.82138748855236,0.005849241348396483,318.0,884.626057614023,2.7818429484717706,1.0,696.0,54.82848763947226,0.07877656270039117,1.0
133,West Yorkshire,England,Urban,,202925.86636258726,26.2,17086.0,-66.94623655913979,0.2614365432246129,-66.94623655913979,1.0311688699233088,-23.021505376344088,0.23972725373757867,-61.40860215053763,0.2604816328966608,-54.87096774193548,0.2933365163677597,20.795698924731184,-0.11032198382620635,4735.0,10990.374429295673,2.321092804497502,0.054159554059304144,3721.0,6651.73753264584,1.7876209440058692,0.032779150592662926,1984.0,6504.413954512845,3.278434452879458,0.032053153553577934,576.0,686.1577481250084,1.1912460904948063,0.0033813222553845555,315.0,81.45511359999949,0.2585876622222206,0.00040140330584793844,260.0,429.6660611549945,1.6525617736730558,0.0021173548195539973,92.0,3441.978044154481,37.412804827766095,0.01696175113528586,451.0,790.7744223603576,1.7533800939254047,0.003896863601150799,534.0,245.13290190499606,0.45905037809924354,0.0012079923880526566,156.0,24.429316535001274,0.15659818291667482,0.00012038542435665177,311.0,3036.245182647838,9.762846246456071,0.014962336921714482,970.0,2165.7770578629998,2.23275985346701,1.0,1070.0,88.75858095000015,0.08295194481308425,1.0
134,Wiltshire,England,Rural,GB-WIL,320779.99290900445,20.7,22522.0,-65.83870967741936,0.2790427023962281,-65.83870967741936,0.9186684969114619,-24.967741935483872,0.24272626898630303,-48.18279569892473,0.41076064575810917,-55.064516129032256,0.31497120348542285,20.9247311827957,-0.11081435946405663,1823.0,4104.86328995205,2.2517077838464346,0.012796506579874124,1573.0,2583.0288543341535,1.6421035310452343,0.008052337774902565,526.0,2137.836086273258,4.06432716021532,0.006664493215073102,163.0,103.37045148999907,0.6341745490183992,0.0003222471905201461,36.0,10.12194755999986,0.2811652099999961,3.1554173526249654e-05,102.0,72.09506943000306,0.7068144061765006,0.00022474927060196754,30.0,1281.2426566293059,42.708088554310194,0.003994147655563904,106.0,220.28358601858798,2.0781470379112075,0.0006867123601473355,380.0,134.48144336800726,0.35389853517896647,0.00041923264025433025,78.0,10.186245410000641,0.1305928898718031,3.175461573406222e-05,112.0,1608.1554629738175,14.358530919409086,0.005013266096773069,276.0,616.0016506553615,2.231890038606382,1.0,540.0,48.92477641696364,0.09060143780919193,1.0
135,Windsor and Maidenhead,England,Rural,GB-WNM,18622.280899893165,14.4,,-72.52688172043011,0.2564531049506135,-72.52688172043011,0.9720241114857808,-22.301075268817204,0.2857121542180179,-60.39784946236559,0.47447106920115767,-62.333333333333336,0.30579511205275905,27.442307692307693,-0.08718318524559679,291.0,3402.825764293178,11.693559327467966,0.1827287313828834,225.0,2900.7783873103053,12.892348388045802,0.15576923164803871,102.0,590.054700132275,5.784850001296814,0.03168541508444651,26.0,26.07917156499868,1.003045060192257,0.0014004284279241163,6.0,1.4507771649999333,0.24179619416665554,7.790544954180431e-05,18.0,22.524866109999724,1.2513814505555403,0.0012095653712391884,13.0,421.10760448205946,32.39289265246611,0.022613105598921306,30.0,76.48088825932017,2.5493629419773387,0.004106955999131069,24.0,11.326314938556967,0.4719297891065403,0.000608213086218775,17.0,3.008107076492045,0.17694747508776734,0.00016153268725042712,44.0,2746.4861346842617,62.420139424642315,0.147483874260538,36.0,88.00732314940335,2.4446478652612043,1.0,77.0,6.354576863084303,0.0825269722478481,1.0
136,Wokingham,England,Urban,GB-WOK,20662.383608891916,23.2,13138.0,-65.34408602150538,0.22437408612097512,-71.39393939393939,1.0401558755682967,-30.64516129032258,0.26771806272567217,-60.483870967741936,0.2711646921906241,-64.44086021505376,0.32237175852705047,29.428571428571427,-0.08714604169177013,458.0,1433.7402303636807,3.130437184200176,0.06938890776118783,355.0,864.7714724663202,2.435975978778367,0.04185245462649197,162.0,785.9515535697088,4.8515527998130175,0.038037797015416944,30.0,50.15112054786645,1.671704018262215,0.0024271701415070164,12.0,3.7743528399996356,0.314529403333303,0.00018266783307494924,9.0,9.805185850000669,1.0894650944445188,0.0004745428231126768,12.0,444.6748744728762,37.05623953940635,0.02152098629518781,48.0,117.55992966948521,2.4491652014476086,0.0056895628256022745,39.0,16.333648859999073,0.41881150923074545,0.0007905016753715675,31.0,2.9596009150000966,0.09547099725806764,0.00014323618083087242,47.0,556.2724583261058,11.83558421970438,0.02692198871415386,59.0,216.98279567234758,3.6776745029211453,1.0,171.0,15.22626320999985,0.08904247491227982,1.0
137,Worcestershire,England,Rural,GB-WOR,170706.777362705,18.6,21468.0,-67.48387096774194,0.3051236907284175,-67.48387096774194,1.2296111724508367,-24.440860215053764,0.2512160186207514,-51.82795698924731,0.38639551192145866,-54.03225806451613,0.3350989227417863,20.397849462365592,-0.11854316493091814,1446.0,3842.4283165824645,2.6572809934871815,0.022508938285551252,1148.0,2249.6862127083728,1.959656979711126,0.013178657856848927,528.0,2126.880942874756,4.028183603929462,0.01245926480326975,128.0,133.36954880290125,1.041949600022666,0.0007812785811047654,48.0,11.575901654998919,0.24116461781247747,6.781161143006823e-05,55.0,77.7275375957756,1.413227956286829,0.00045532777782235286,33.0,1239.2165467940615,37.552016569517015,0.007259328340321643,150.0,330.176994410038,2.2011799627335864,0.001934176249537548,253.0,137.06915228231105,0.54177530546368,0.0008029508517466578,67.0,11.772661015000894,0.17571135843284916,6.896422741311098e-05,140.0,1333.9299359767235,9.528070971262311,0.007814159206710867,230.0,534.138839000657,2.322342778263726,1.0,342.0,33.45119905000101,0.09781052353801464,1.0
138,Wrexham Principal Area,Wales,Urban,GB-WRX,54841.76741598679,23.5,18840.0,-67.13978494623656,0.16693026170511172,-69.5223880597015,0.4008370171462329,-23.172043010752688,0.17886664080451192,-43.483870967741936,0.3176270478350392,-49.40860215053763,0.24068216406553053,20.77777777777778,-0.06532011888982613,422.0,851.6594261915645,2.0181502990321434,0.015529394224871377,329.0,658.795587714997,2.0024181997416326,0.012012661494256532,164.0,353.11027073656805,2.153111406930293,0.006438710628309067,14.0,11.953256785001262,0.8538040560715187,0.00021795900001422632,26.0,5.448706004999971,0.20956561557692194,9.935321674938638e-05,33.0,25.621467734997786,0.7764081131817511,0.00046718894999596487,5.0,131.8973011499987,26.37946022999974,0.002405051977073037,42.0,53.10988995656882,1.264521189442115,0.0009684204659875146,57.0,23.850640075000587,0.41843228201755417,0.0004348991872214524,20.0,2.4079413650001644,0.12039706825000822,4.390707080491048e-05,31.0,427.19354028499635,13.780436783386978,0.007789565515725268,71.0,160.2464322600004,2.2569920036619777,1.0,123.0,9.930250575000265,0.08073374451219728,1.0
139,York,England,Urban,GB-YOR,27822.786540325877,28.3,19777.0,-74.10752688172043,0.2213899913461252,-74.68888888888888,0.5608627965883137,-32.10752688172043,0.23954820805108767,-72.10752688172043,0.2674793351436842,-64.41935483870968,0.22697024857509462,24.366197183098592,-0.12133144925088611,431.0,862.1605913290695,2.0003726016915766,0.03098757164669572,327.0,381.7934390642538,1.1675640338356386,0.013722329304107942,159.0,615.2888120981271,3.8697409565919942,0.02211456466469805,51.0,55.079125910002475,1.0799828609804407,0.001979640890037082,19.0,6.754847045000558,0.35551826552634513,0.00024278111163345182,16.0,26.311419830000197,1.6444637393750123,0.0009456788158822578,12.0,376.42787800805473,31.368989834004562,0.013529481580231604,40.0,93.33893452999723,2.3334733632499307,0.003354765864113336,60.0,19.2542895350002,0.32090482558333666,0.000692033111316631,33.0,3.845492681762047,0.11653008126551657,0.00013821378660934823,30.0,132.08363629880324,4.402787876626775,0.004747318752827415,55.0,134.92165983331248,2.4531210878784084,1.0,115.0,14.143307657135269,0.1229852839750893,1.0
